,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,CRIM^2,CRIM ZN,CRIM INDUS,CRIM CHAS,CRIM NOX,CRIM RM,CRIM AGE,CRIM DIS,CRIM RAD,CRIM TAX,CRIM PTRATIO,CRIM B,CRIM LSTAT,ZN^2,ZN INDUS,ZN CHAS,ZN NOX,ZN RM,ZN AGE,ZN DIS,ZN RAD,ZN TAX,ZN PTRATIO,ZN B,ZN LSTAT,INDUS^2,INDUS CHAS,INDUS NOX,INDUS RM,INDUS AGE,INDUS DIS,INDUS RAD,INDUS TAX,INDUS PTRATIO,INDUS B,INDUS LSTAT,CHAS^2,CHAS NOX,CHAS RM,CHAS AGE,CHAS DIS,CHAS RAD,CHAS TAX,CHAS PTRATIO,CHAS B,CHAS LSTAT,NOX^2,NOX RM,NOX AGE,NOX DIS,NOX RAD,NOX TAX,NOX PTRATIO,NOX B,NOX LSTAT,RM^2,RM AGE,RM DIS,RM RAD,RM TAX,RM PTRATIO,RM B,RM LSTAT,AGE^2,AGE DIS,AGE RAD,AGE TAX,AGE PTRATIO,AGE B,AGE LSTAT,DIS^2,DIS RAD,DIS TAX,DIS PTRATIO,DIS B,DIS LSTAT,RAD^2,RAD TAX,RAD PTRATIO,RAD B,RAD LSTAT,TAX^2,TAX PTRATIO,TAX B,TAX LSTAT,PTRATIO^2,PTRATIO B,PTRATIO LSTAT,B^2,B LSTAT,LSTAT^2,y
10,0.22489,12.5,7.87,0.0,0.524,6.377,94.3,6.3467,5.0,311.0,15.2,392.52,20.45,0.050575512100000004,2.811125,1.7698843,0.0,0.11784236000000001,1.43412353,21.207127,1.427309363,1.12445,69.94079,3.418328,88.2738228,4.5990005,156.25,98.375,0.0,6.550000000000001,79.71249999999999,1178.75,79.33375000000001,62.5,3887.5,190.0,4906.5,255.625,61.9369,0.0,4.123880000000001,50.18699,742.141,49.948529,39.35,2447.57,119.624,3089.1324,160.9415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457600000000004,3.341548,49.4132,3.3256708,2.62,162.964,7.9648,205.68048,10.7158,40.666129,601.3511,40.4729059,31.884999999999998,1983.2469999999998,96.93039999999999,2503.10004,130.40965,8892.49,598.49381,471.5,29327.3,1433.36,37014.636,1928.435,40.28060089,31.7335,1973.8237000000001,96.46984,2491.2066839999998,129.790015,25.0,1555.0,76.0,1962.6,102.25,96721.0,4727.2,122073.72,6359.95,231.04,5966.303999999999,310.84,154071.95039999997,8027.034,418.2025,15.0
11,0.11747,12.5,7.87,0.0,0.524,6.009,82.9,6.2267,5.0,311.0,15.2,396.9,13.27,0.013799200900000001,1.468375,0.9244889000000001,0.0,0.06155428,0.70587723,9.738263000000002,0.731450449,0.58735,36.53317,1.785544,46.623843,1.5588269000000001,156.25,98.375,0.0,6.550000000000001,75.11250000000001,1036.25,77.83375,62.5,3887.5,190.0,4961.25,165.875,61.9369,0.0,4.123880000000001,47.29083000000001,652.423,49.004129,39.35,2447.57,119.624,3123.603,104.4349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457600000000004,3.1487160000000003,43.439600000000006,3.2627908000000003,2.62,162.964,7.9648,207.9756,6.95348,36.108081000000006,498.14610000000005,37.416240300000005,30.045,1868.7990000000002,91.3368,2384.9721,79.73943,6872.410000000001,516.19343,414.5,25781.9,1260.08,32903.01,1100.083,38.77179289,31.1335,1936.5037,94.64583999999999,2471.37723,82.628309,25.0,1555.0,76.0,1984.5,66.35,96721.0,4727.2,123435.9,4126.97,231.04,6032.879999999999,201.70399999999998,157529.61,5266.862999999999,176.0929,18.9
12,0.09378,12.5,7.87,0.0,0.524,5.889,39.0,5.4509,5.0,311.0,15.2,390.5,15.71,0.0087946884,1.17225,0.7380486,0.0,0.049140720000000006,0.55227042,3.65742,0.511185402,0.4689,29.165580000000002,1.425456,36.62109,1.4732838000000001,156.25,98.375,0.0,6.550000000000001,73.6125,487.5,68.13625,62.5,3887.5,190.0,4881.25,196.375,61.9369,0.0,4.123880000000001,46.346430000000005,306.93,42.898583,39.35,2447.57,119.624,3073.235,123.63770000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457600000000004,3.0858360000000005,20.436,2.8562716,2.62,162.964,7.9648,204.622,8.232040000000001,34.680321,229.67100000000002,32.1003501,29.445,1831.479,89.5128,2299.6545,92.51619000000001,1521.0,212.58509999999998,195.0,12129.0,592.8,15229.5,612.69,29.712310809999998,27.2545,1695.2299,82.85368,2128.57645,85.633639,25.0,1555.0,76.0,1952.5,78.55000000000001,96721.0,4727.2,121445.5,4885.81,231.04,5935.599999999999,238.792,152490.25,6134.755,246.80410000000003,21.7
13,0.62976,0.0,8.14,0.0,0.538,5.949,61.8,4.7075,4.0,307.0,21.0,396.9,8.26,0.3965976576,0.0,5.1262464,0.0,0.33881088000000004,3.74644224,38.919168,2.9645951999999998,2.51904,193.33632,13.22496,249.951744,5.2018176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,48.42486,503.052,38.31905,32.56,2498.98,170.94,3230.766,67.2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,3.200562,33.248400000000004,2.532635,2.152,165.166,11.298,213.5322,4.44388,35.390601,367.6482,28.004917499999998,23.796,1826.3429999999998,124.929,2361.1580999999996,49.13874,3819.24,290.92349999999993,247.2,18972.6,1297.8,24528.42,510.46799999999996,22.160556249999996,18.83,1445.2024999999999,98.85749999999999,1868.4067499999996,38.88395,16.0,1228.0,84.0,1587.6,33.04,94249.0,6447.0,121848.29999999999,2535.8199999999997,441.0,8334.9,173.46,157529.61,3278.394,68.2276,20.4
14,0.63796,0.0,8.14,0.0,0.538,6.096,84.5,4.4619,4.0,307.0,21.0,380.02,10.26,0.4069929616,0.0,5.1929944,0.0,0.34322248,3.88900416,53.907619999999994,2.846513724,2.55184,195.85371999999998,13.39716,242.43755919999998,6.5454696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,49.62144000000001,687.83,36.319866000000005,32.56,2498.98,170.94,3093.3628,83.5164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,3.2796480000000003,45.461000000000006,2.4005022,2.152,165.166,11.298,204.45076,5.519880000000001,37.161216,515.112,27.1997424,24.384,1871.472,128.016,2316.60192,62.544959999999996,7140.25,377.03055,338.0,25941.5,1774.5,32111.69,866.97,19.90855161,17.8476,1369.8033,93.6999,1695.611238,45.779094,16.0,1228.0,84.0,1520.08,41.04,94249.0,6447.0,116666.14,3149.8199999999997,441.0,7980.42,215.46,144415.20039999997,3899.0051999999996,105.2676,18.2
15,0.62739,0.0,8.14,0.0,0.538,5.834,56.5,4.4986,4.0,307.0,21.0,395.62,8.47,0.39361821210000003,0.0,5.106954600000001,0.0,0.33753582000000004,3.66019326,35.447535,2.8223766539999997,2.50956,192.60873,13.17519,248.20803180000001,5.313993300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,47.48876,459.91,36.618604,32.56,2498.98,170.94,3220.3468000000003,68.9458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,3.138692,30.397000000000002,2.4202468,2.152,165.166,11.298,212.84356000000002,4.55686,34.03555599999999,329.621,26.244832399999996,23.336,1791.0379999999998,122.514,2308.04708,49.41398,3192.25,254.1709,226.0,17345.5,1186.5,22352.53,478.55500000000006,20.237401959999996,17.9944,1381.0701999999999,94.47059999999999,1779.736132,38.103142,16.0,1228.0,84.0,1582.48,33.88,94249.0,6447.0,121455.34,2600.2900000000004,441.0,8308.02,177.87,156515.1844,3350.9014,71.74090000000001,19.9
16,1.05393,0.0,8.14,0.0,0.538,5.935,29.3,4.4986,4.0,307.0,21.0,386.85,6.58,1.1107684449000002,0.0,8.578990200000002,0.0,0.5670143400000001,6.25507455,30.880149000000003,4.741209498,4.21572,323.55651,22.13253,407.7128205,6.934859400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,48.310900000000004,238.502,36.618604,32.56,2498.98,170.94,3148.9590000000003,53.56120000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,3.19303,15.7634,2.4202468,2.152,165.166,11.298,208.12530000000004,3.5400400000000003,35.224225,173.8955,26.699190999999995,23.74,1822.0449999999998,124.63499999999999,2295.95475,39.052299999999995,858.49,131.80898,117.2,8995.1,615.3000000000001,11334.705000000002,192.794,20.237401959999996,17.9944,1381.0701999999999,94.47059999999999,1740.28341,29.600787999999998,16.0,1228.0,84.0,1547.4,26.32,94249.0,6447.0,118762.95000000001,2020.06,441.0,8123.85,138.18,149652.92250000002,2545.473,43.2964,23.1
17,0.7842,0.0,8.14,0.0,0.538,5.99,81.7,4.2579,4.0,307.0,21.0,386.75,14.67,0.61496964,0.0,6.383388000000001,0.0,0.42189960000000004,4.697358,64.06914,3.3390451800000003,3.1368,240.7494,16.4682,303.28935,11.504214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,48.75860000000001,665.0380000000001,34.659306,32.56,2498.98,170.94,3148.1450000000004,119.41380000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,3.2226200000000005,43.954600000000006,2.2907502,2.152,165.166,11.298,208.07150000000001,7.892460000000001,35.880100000000006,489.38300000000004,25.504821000000003,23.96,1838.93,125.79,2316.6325,87.8733,6674.89,347.87043000000006,326.8,25081.9,1715.7,31597.475000000002,1198.539,18.129712410000003,17.0316,1307.1753,89.41590000000001,1646.742825,62.463393,16.0,1228.0,84.0,1547.0,58.68,94249.0,6447.0,118732.25,4503.69,441.0,8121.75,308.07,149575.5625,5673.6225,215.2089,17.5
18,0.80271,0.0,8.14,0.0,0.538,5.456,36.6,3.7965,4.0,307.0,21.0,288.99,11.69,0.6443433441,0.0,6.5340594,0.0,0.43185798000000003,4.37958576,29.379186,3.047488515,3.21084,246.43197,16.85691,231.97516290000002,9.3836799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,44.411840000000005,297.92400000000004,30.90351,32.56,2498.98,170.94,2352.3786000000005,95.1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,2.9353280000000006,19.690800000000003,2.042517,2.152,165.166,11.298,155.47662000000003,6.28922,29.767936000000006,199.6896,20.713704,21.824,1674.9920000000002,114.57600000000001,1576.72944,63.780640000000005,1339.5600000000002,138.9519,146.4,11236.2,768.6,10577.034000000001,427.854,14.41341225,15.186,1165.5255,79.7265,1097.150535,44.381085,16.0,1228.0,84.0,1155.96,46.76,94249.0,6447.0,88719.93000000001,3588.83,441.0,6068.79,245.48999999999998,83515.2201,3378.2931,136.65609999999998,20.2
19,0.7258,0.0,8.14,0.0,0.538,5.727,69.5,3.7965,4.0,307.0,21.0,390.95,11.28,0.52678564,0.0,5.908012,0.0,0.3904804,4.1566566,50.4431,2.7554997,2.9032,222.8206,15.2418,283.75151,8.187024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,46.61778,565.73,30.90351,32.56,2498.98,170.94,3182.333,91.8192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,3.0811260000000003,37.391000000000005,2.042517,2.152,165.166,11.298,210.33110000000002,6.06864,32.798529,398.0265,21.7425555,22.908,1758.189,120.26700000000001,2238.97065,64.60056,4830.25,263.85675,278.0,21336.5,1459.5,27171.024999999998,783.9599999999999,14.41341225,15.186,1165.5255,79.7265,1484.241675,42.82452,16.0,1228.0,84.0,1563.8,45.12,94249.0,6447.0,120021.65,3462.9599999999996,441.0,8209.949999999999,236.88,152841.9025,4409.915999999999,127.23839999999998,18.2
20,1.25179,0.0,8.14,0.0,0.538,5.57,98.1,3.7979,4.0,307.0,21.0,376.57,21.02,1.5669782041,0.0,10.1895706,0.0,0.67346302,6.9724703,122.80059899999999,4.754173240999999,5.00716,384.29953,26.287589999999998,471.3865603,26.3126258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,45.339800000000004,798.534,30.914906000000002,32.56,2498.98,170.94,3065.2798000000003,171.1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,2.9966600000000003,52.7778,2.0432702000000003,2.152,165.166,11.298,202.59466,11.308760000000001,31.024900000000002,546.417,21.154303,22.28,1709.99,116.97,2097.4949,117.0814,9623.609999999999,372.57399,392.4,30116.699999999997,2060.1,36941.517,2062.062,14.424044409999999,15.1916,1165.9552999999999,79.7559,1430.175203,79.831858,16.0,1228.0,84.0,1506.28,84.08,94249.0,6447.0,115606.98999999999,6453.139999999999,441.0,7907.97,441.42,141804.9649,7915.5014,441.8404,13.6
21,0.85204,0.0,8.14,0.0,0.538,5.965,89.2,4.0123,4.0,307.0,21.0,392.53,13.83,0.7259721616,0.0,6.935605600000001,0.0,0.45839752000000006,5.0824186,76.001968,3.418640092,3.40816,261.57628,17.89284,334.4512612,11.783713200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,4.379320000000001,48.5551,726.0880000000001,32.660122,32.56,2498.98,170.94,3195.1942,112.57620000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,3.2091700000000003,47.9896,2.1586174,2.152,165.166,11.298,211.18114,7.44054,35.581224999999996,532.078,23.933369499999998,23.86,1831.2549999999999,125.265,2341.44145,82.49595,7956.64,357.89716,356.8,27384.4,1873.2,35013.676,1233.636,16.09855129,16.0492,1231.7760999999998,84.25829999999999,1574.948119,55.490109,16.0,1228.0,84.0,1570.12,55.32,94249.0,6447.0,120506.70999999999,4245.81,441.0,8243.13,290.43,154079.80089999997,5428.689899999999,191.2689,19.6
